Regulog statistics:
RegulogName	genomes#	genomesWithoutCRtag#	CRtag#	VariablePositions#
LKSTASNDQL	ScrR_Alteromonadales	1	5	31.85753
LRSTASNDQL	ScrR_Alteromonadales	1	5	31.72653
errorGettingCRtag	ScrR_Alteromonadales	1	5	32.12653
IHSSTSRGYI	ScrR_Bacillales	1	2	38
ISSPTSRGYI	ScrR_Bacillales	1	1	40
IHSPTSRGYI	ScrR_Bacillales	1	2	40
ISSKTSRGYI	ScrR_Bacillales	1	2	38
MRSLSSLGYV	ScrR_Bifidobacteriaceae	6	17	30.92562
MRSVSSLGYV	ScrR_Bifidobacteriaceae	1	6	30.2386
LKSRTSRDDV	ScrR_Burkholderia	1	20	28.23622
[indel within CR tag region]	ScrR_Clostridia-1 	1	3	34.49022
[indel within CR tag region]	ScrR_Enterobacteriales	1	16	26.4135
LSSVTSRGYL	ScrR_Lactobacillaceae	1	4	33.13233
LKSVTSRHSL	ScrR_Lactobacillaceae	1	2	34
LTSVTSRGYI	ScrR_Lactobacillaceae	1	4	28.50978
LNSATSRGYL	ScrR_Lactobacillaceae	2	8	32.13233
LTSPTSRGYL	ScrR_Lactobacillaceae	1	4	31.50978
LSSPTSRGYI	ScrR_Lactobacillaceae	1	2	35
MSSKSSRPLV	ScrR_Oceanospirillales_Alteromonadales 	1	4	31.75489
VKSPMSREKL	ScrR_Pseudomonadaceae	1	2	30
VKSFMSREKV	ScrR_Pseudomonadaceae	1	2	34
VKSLMSREKL	ScrR_Pseudomonadaceae	1	2	34
[indel within CR tag region]	ScrR_Psychromonadaceae_Aeromonadales 	1	8	31.83788
IRSTSSRGYV	ScrR_Ralstonia	1	2	33
LKSNASNDQL	ScrR_Shewanellaceae	1	16	34.62921
ITSAGSRSLV	ScrR_Sphingomonadales 	1	4	30.37744
IASAGSRELV	ScrR_Sphingomonadales 	1	5	26.49175
[indel within CR tag region]	ScrR_Staphylococcaceae	1	16	26.86953
LTSPTSRGYL	ScrR_Streptococcaceae	12	24	30.48655
errorGettingCRtag	ScrR_Streptococcaceae	1	3	31.3203
LHSKSSRYGV	ScrR_Vibrionales 	1	4	30.25489
[indel within CR tag region]	ScrR2_Bacillales	1	5	33.24846
[indel within CR tag region]	ScrR2_Lactobacillaceae	1	2	32
IRSVASRERV	Sde_0506_Alteromonadales	1	6	32.20252
IAGTMSREQV	SgaR_Enterobacteriales	2	8	27.75889
[indel within CR tag region]	SgaR_Enterobacteriales	1	4	28.75489
ISGTMSREQV	SgaR_Enterobacteriales	1	4	27.75489
LQGTMSRDLV	SgaR_Enterobacteriales	1	2	34
LTSAMSREKV	SgaR_Enterobacteriales	1	2	34
LQGSMSREMV	SgaR_Enterobacteriales	1	4	30.75489
LQGSMSRELV	SgaR_Enterobacteriales	1	4	27.50978
LQGSMSREQV	SgaR_Enterobacteriales	1	6	28.80843
LAGTMSRKMV	SgaR_Pasteurellales	1	4	27.75489
LNGAMSRELV	SgaR_Psychromonadaceae_Aeromonadales 	2	8	26.1573
LAGTMSRDQV	SgaR_Psychromonadaceae_Aeromonadales 	1	4	36.37744
LAGTMSRELV	SgaR_Vibrionales	1	12	28.9176
ITSKASRRTK	SgaR2_Bifidobacteriaceae	1	2	30
ITSIASRRAK	SgaR2_Bifidobacteriaceae	1	2	34
IRSIASRDKV	SMb20014_Rhizobiales	1	2	33
IKSPASRPLV	SMb20014_Rhizobiales	1	1	40
IKSVASRALV	SMb20014_Rhizobiales	1	1	40
IKSVASRTLV	SMb20014_Rhizobiales	1	1	40
QSSISSRKGI	SMb20537_Rhizobiales	1	2	28
QASVSSRPGI	SMb20537_Rhizobiales	3	6	27.85685
IATVSLASED	SMb20537_Rhizobiales	1	2	32
LAGESSRGSF	SMb20667_Rhizobiales	4	19	30.22371
errorGettingCRtag	SMb20667_Rhizobiales	1	4	33
LTGESSRGSF	SMb20667_Rhizobiales	1	6	28.10848
IESIASREKV	SMb20717_Rhizobiales	1	16	29.08877
IRSIGSRPDV	SMb21598_Rhizobiales	4	8	31.37744
IHSIGSRADV	SMb21598_Rhizobiales	1	3	32.2386
ISNGRVNRVL	SMb21598_Rhizobiales	1	2	36
IKSISSKGRM	SMb21706_Rhizobiales	1	2	34
MRSVASKGRM	SMb21706_Rhizobiales	1	2	35
errorGettingCRtag	SMb21706_Rhizobiales	2	4	33.06617
IHSISSKGRM	SMb21706_Rhizobiales	1	6	30.44181
IHSVSSKGRM	SMb21706_Rhizobiales	1	1	40
LKGITSRPDI	SMc04260_Rhizobiales	2	6	27.03259
LKGVTSRPEI	SMc04260_Rhizobiales	1	2	38
errorGettingCRtag	SMc04260_Rhizobiales	1	2	33
LKGVTSRPDI	SMc04260_Rhizobiales	2	5	30.86144
MESRPSKASV	SmoR_Rhizobiales	1	3	28.31378
MDSRPSKASV	SmoR_Rhizobiales	1	2	30
MESRPSKMSV	SmoR_Rhizobiales	1	2	34
MESRPSKSSV	SmoR_Rhizobiales	1	1	40
MESRPSKQSV	SmoR_Rhodobacterales	1	2	36
MESRPSKNSV	SmoR_Rhodobacterales	1	2	34
MESRPSKDSV	SmoR_Rhodobacterales	2	4	29.32105
MESRPSRERV	SmoR_Rhodobacterales	1	2	32
MESRPSKSSV	SmoR_Rhodobacterales	1	3	28.98045
MESRPSKTSV	SmoR_Rhodobacterales	1	2	31
VASKAARGTV	SocR_Rhizobiales	1	4	32.37744
VASKAARGVV	SocR_Rhizobiales	2	8	26.13233
VKSRAARGYV	SocR_Rhodobacterales	1	1	40
LQSTASRDQV	SPO0590_Rhodobacterales	1	7	24.74999
LASTASRDQV	SPO0590_Rhodobacterales	1	4	32.13233
LESTASRDKV	SPO0590_Rhodobacterales	1	4	31.75489
LASTASRSQV	SPO0590_Rhodobacterales	1	2	38
LASTASRDRV	SPO0590_Rhodobacterales	1	4	30.75489
LVSAISRHVV	SPOA0336_Rhodobacterales	1	4	36.37744
LNSAISRDMV	SPOA0336_Rhodobacterales	1	2	36
MKSVASRAYV	STM1555_Enterobacteriales 	1	2	37
IKSTASRAWV	STM1555_Enterobacteriales 	1	1	40
MKSTASRAYV	STM1555_Enterobacteriales 	1	1	40
MASESSRPVV	SuxR_Xanthomonadales	1	4	36.37744
LHSLISRSIV	TalR_Comamonadaceae	1	4	34.75489
LHSLISRTLV	TalR_Comamonadaceae	1	3	36.32682
LESPMSRKIV	TalR_Enterobacteriales	1	3	32.65363
LESPMSRQLV	TalR_Enterobacteriales	1	4	35.37744
LHSLISRGMV	TalR_Ralstonia	1	4	33.75489
LKSPTSRPEV	ThuR_Rhizobiales	3	10	24.25375
LRSPTSRPEV	ThuR_Rhizobiales	1	5	31.13561
LRSATSRPEV	ThuR_Rhizobiales	1	3	30.402
LASTSSRPVI	TreR_Alteromonadales	1	8	27.39591
LNSASSRPLI	TreR_Alteromonadales	1	5	32.57946
LTSTSSRPLI	TreR_Alteromonadales	1	3	34.49022
IKGKSSRSGV	TreR_Enterobacteriales	4	4	39.18872
IKGKSSRGSV	TreR_Enterobacteriales	2	2	38
INGKSSRPMV	TreR_Enterobacteriales	1	1	40
IKSKSSRNSV	TreR_Enterobacteriales	1	1	40
ILGKSSRPKV	TreR_Psychromonadaceae_Aeromonadales 	3	5	32.10656
ILGKSSRPNV	TreR_Psychromonadaceae_Aeromonadales 	1	2	35
LASTSSRPLI	TreR_Shewanellaceae	1	5	33.49748
LASKSSRPLI	TreR_Shewanellaceae	1	6	30.86336
IDSIASRPLV	TreR_Thermoanaerobacterales	1	2	37
IKTVTSRGYI	TreR_Thermoanaerobacterales	1	2	36
IDSIASRPWV	TreR_Thermoanaerobacterales	1	2	37
ILGKSSRPKV	TreR_Vibrionales	7	12	33.036
errorGettingCRtag	TreR_Vibrionales	1	1	40
IRSVASKQRF	UdhR_Burkholderia	3	10	27.88504
INSIGSKKRF	UdhR_Burkholderia	1	3	31.40852
IESIASRGYV	UgpR_Thermotogales	4	4	39.18872
IESTASRGYV	UgpR_Thermotogales	1	2	35
IESIASRNNV	UgpR_Thermotogales	1	2	36
IESIASRGNV	UgpR_Thermotogales	1	1	40
LKSIASRPAV	UriR_Corynebacteriaceae	1	3	28.32682
[indel within CR tag region]	UriR_Enterococcaceae	1	1	40
errorGettingCRtag	UriR_Enterococcaceae	1	2	33
[indel within CR tag region]	UriR_Listeriaceae	1	4	39.18872
IKSAGDRGDV	UxaR_Bacteroidaceae	5	10	28.95614
35SAGDRGDV	UxaR_Bacteroidaceae	1	2	30
IKSYSSKPLV	UxuR_Bacillales	2	10	32.79356
LKSYSSKPLV	UxuR_Bacillales	1	2	38
IVSVGDRGRV	UxuR_Bacteroidaceae	1	1	36
LTSVGDRGRV	UxuR_Bacteroidaceae	1	1	36
35SVGDRGRV	UxuR_Bacteroidaceae	1	1	36
IYSIASRQSV	UxuR_Clostridia-3	1	2	37
IYSIASRARV	UxuR_Clostridia-3	1	4	30
IYSIASRPNV	UxuR_Clostridia-3	2	14	29.73683
IYSIASRTKV	UxuR_Clostridia-3	1	3	33.57193
IYSIASRAKV	UxuR_Clostridia-3	1	4	32.37744
IYSIASRDKV	UxuR_Clostridia-3	1	5	28.44664
IYSIASREKV	UxuR_Clostridia-3	1	8	26.58063
DVSTVVFVSE	VCA0673_Vibrionales	1	3	30.402
SKSQSSRSSV	VCA0673_Vibrionales	2	5	28.2627
SKSQSSRSSA	VCA0673_Vibrionales	1	1	40
ISSTASRAYV	VF_1255_Vibrionales 	1	1	44
IKSTASRTYV	VF_1255_Vibrionales 	1	1	44
INSTASRAYV	VF_1255_Vibrionales 	1	1	44
MKSTASRHYV	VF_1255_Vibrionales 	1	1	44
MKSTASRSYV	VF_1255_Vibrionales 	1	1	44
[indel within CR tag region]	VP2396_Vibrionales	1	14	27.47206
IKSQSSRPTV	VVA0138_Vibrionales	1	6	34.10417
IKSVASRENV	XCC2209_Xanthomonadales	1	6	24.64933
IKSVASRDNV	XCC2209_Xanthomonadales	2	16	23.6143
IKSVASRQHV	XCC4129_Xanthomonadales 	1	2	40
IVTNISRGLV	XltR_Enterobacteriales	1	1	40
ITTTISRELV	XltR_Oceanospirillales_Alteromonadales 	1	5	31.18072
ITTTISREKV	XltR_Oceanospirillales_Alteromonadales 	1	6	30.58148
LSSSISREKV	XltR_Shewanellaceae	1	4	33.75489
LASSISREKV	XltR_Shewanellaceae	1	4	32.37744
LSSLSSKADV	XosR_Bifidobacteriaceae	2	12	23.68692
LASLASKADV	XosR_Bifidobacteriaceae	1	5	27.55558
errorGettingCRtag	XosR_Bifidobacteriaceae	1	2	31
VHSLADRPGV	XylR_Rhizobiales	6	15	30.01725
LKSLADRPGV	XylR_Rhizobiales	1	1	40
LRSLADRPGV	XylR_Rhizobiales	1	1	40
[indel within CR tag region]	y3436_Enterobacteriales 	1	2	36
IYSKSSRTNI	YcjW_Enterobacteriales	1	4	34.25489
IYSKSSRANI	YcjW_Listeriaceae	1	9	30.15037
