Regulog statistics:
RegulogName	genomes#	genomesWithoutCRtag#	CRtag#	VariablePositions#
RNPNRG	LndYR_Streptomycetaceae	1	1	48
KNPNRG	LndYR_Streptomycetaceae	1	1	48
KNPNPG	LndYR_Streptomycetaceae	1	3	31.97393
no_CRtag	LndYR_Streptomycetaceae	1	2	40
ARTGRR	HpxS_Oceanospirillales_Alteromonadales	1	7	21.92234
RRTGNK	HpxS_Oceanospirillales_Alteromonadales	1	3	22.74185
ARTGQR	HpxS_Oceanospirillales_Alteromonadales	1	4	20.50978
ARTGKR	HpxS_Pseudomonadaceae	1	1	28
RRNTNR	Pden_0318_Rhodobacterales	1	2	25
FNSLRG	Atu3908_Rhizobiales	1	2	29
ARNTNR	PMI3555_Enterobacteriales	1	4	21.13233
STLRGV	PMI3555_Enterobacteriales	1	4	23.37744
ERNTHK	PSPTO5027_Pseudomonadaceae	1	1	30
ATLRGV	PSPTO5027_Pseudomonadaceae	1	3	24.07519
ARNTNR	H16_B1761_Ralstonia	1	3	27.24511
no_CRtag	H16_B1761_Ralstonia	1	2	27
SRNTNR	SCO1410_Streptomycetaceae	1	10	29
RNVHRR	SACE_6121_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	46
DANTGR	SACE_6121_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	46
ADRNRG	SACE_6121_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	46
DVNTGR	SCO3812_Streptomycetaceae  	1	1	46
RNVHRG	SCO3812_Streptomycetaceae  	1	1	46
RSRVQG	PhnF_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	2	32
[indel within CR tag region]	PhnF_Streptomycetaceae 	1	1	32
[indel within CR tag region]	PhnF_Mycobacteriaceae	1	20	24.82846
ISRPRG	IolR_Streptomycetaceae	3	23	19.55389
VSRPRG	IolR_Streptomycetaceae	1	12	20.12337
errorGettingCRtag	IolR_Frankineae_Propionibacterineae/Pseudonocardiaceae	2	18	17.14383
ISRPRG	IolR_Frankineae_Propionibacterineae/Pseudonocardiaceae	2	12	18.40344
LSRPRG	IolR_Mycobacteriaceae	1	13	21.46677
RSRAAG	LldR_Mycobacteriaceae	1	4	29
RSRSVG	LldR_Mycobacteriaceae	1	4	28
RSRSPG	LldR_Streptomycetaceae	1	5	23.19036
RSRGTG	LldR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	2	27
RSRSVG	LldR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	2	29
RSRAVG	LldR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	2	27
RSRPVG	LldR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	6	23.68913
RTRIVR	PhnR1_Enterobacteriales	1	2	38
RSRTQG	GlcC_Alcaligenaceae	1	9	22.5277
SSRSHG	NanR_Corynebacteriaceae	1	3	31.48371
ASRSHG	NanR_Corynebacteriaceae	2	9	28.71322
LSRSRG	NanR_Corynebacteriaceae	1	6	27.7535
QRSPNR	Cg2544_Corynebacteriaceae	1	2	28
VSPVRG	Cg2544_Corynebacteriaceae	1	2	28
RSRAPG	UreR_Comamonadaceae	1	1	30
RSRTPG	UreR_Comamonadaceae	2	9	24.94559
QRNTHH	Cg1143_Corynebacteriaceae	1	2	31
RRNTHR	Cg1143_Corynebacteriaceae	1	2	32
PRNTNR	Cg1143_Corynebacteriaceae	1	2	29
ELREVF	Cg1143_Corynebacteriaceae	1	3	29.40852
NRNTNR	Cg1143_Corynebacteriaceae	1	2	29
QRNTHR	Cg1143_Corynebacteriaceae	1	2	26
ISRPRG	IolR_Corynebacteriaceae	1	8	18.08554
ISRPRG	IolR_Micrococcineae	6	33	18.09566
VSRPRG	IolR_Micrococcineae	2	8	20.7754
LSRPRG	IolR_Nocardiaceae	1	21	18.3633
DRGPNR	PhnR2_Comamonadaceae	1	4	20.37744
ERGPNR	PhnR2_Comamonadaceae	1	2	23
ITPVNG	BAV2585_Alcaligenaceae	1	2	22
ERTPRS	BAV2585_Alcaligenaceae	1	3	24.32682
ERTPKL	Daci_3836_Comamonadaceae	1	1	28
ERTPKS	Daci_3836_Comamonadaceae	3	4	21.13233
ERTPRS	Daci_3836_Comamonadaceae	1	1	28
ARTPRS	Daci_3836_Comamonadaceae	1	2	25
QSRPKG	SdaR_Comamonadaceae	1	1	34
ERGPHA	PrpR_Alcaligenaceae	1	8	17.03909
ERGPYM	PrpR_Alcaligenaceae	1	5	18.42332
ERGPHV	PrpR_Alcaligenaceae	1	4	19.13233
NSREQG	TreR_Enterococcaceae	1	4	28.63233
NSREQG	TreR_Listeriaceae	1	4	36
ERETRA	PhnF_Nocardiaceae	1	6	23.67679
[indel within CR tag region]	PhnF_Nocardiaceae	3	12	25.20996
ISRMRG	GmuR_Listeriaceae	3	12	24.37744
VSRMRG	GmuR_Listeriaceae	1	4	24.37744
RGRSTG	LldR_Nocardiaceae	1	2	29
RGRSVG	LldR_Nocardiaceae	2	8	29
RSRTVG	LldR_Micrococcineae	2	8	26
RSRAVG	LldR_Micrococcineae	1	2	29
RSRSVG	LldR_Micrococcineae	1	4	22.25489
RSRATG	LldR_Micrococcineae	2	7	22.76192
RPRTVG	LldR_Micrococcineae	1	4	24.37744
LNTLRG	Aave_3515_Comamonadaceae	1	4	21.13233
ARNTNK	Aave_3515_Comamonadaceae	1	3	23.57193
SRNTNK	Aave_3515_Comamonadaceae	1	4	21.37744
ARNTNR	Aave_3515_Comamonadaceae	1	2	27
ERNTHK	Aave_3515_Comamonadaceae	1	2	28
INTVKG	AAur_0050_Micrococcineae	1	2	29
TRNTNR	AAur_0050_Micrococcineae	2	6	27.13164
ARNTHR	AAur_0050_Micrococcineae	2	3	22.2386
HRNTHR	AAur_0050_Micrococcineae	1	2	25
SRNTHR	AAur_0050_Micrococcineae	1	1	30
CTVRGV	ROP_32700_Nocardiaceae	1	4	20.13233
DRNTNR	ROP_32700_Nocardiaceae	1	4	20.13233
EIRRAI	VSAK1_25095_Vibrionales	1	14	15.86413
ARTINR	VSAK1_25095_Vibrionales	1	11	16.65713
RSRTQG	CelR_Enterobacteriales 	1	8	24.80246
RHVPRR	BioR_Rhodobacterales	1	6	15.53003
HHVPRR	BioR_Rhodobacterales	3	8	17.0226
no_CRtag	BioR_Rhodobacterales	1	3	15.40852
HHVPHK	BioR_Rhodobacterales	1	1	20
HHVPRR	BioR_Rhizobiales	1	16	15.32529

Number of alternative AA variants at each CR tag position:
208	68	76	108	174	97	

TFs with CR tag determined: 1464
TFs without CR tag : 36
